article_id,date,slot,source_id,video_id,title,path,frames_ok
oleg_agape_020_h21_pm_ночное_дыхание_какие_сигналы_нельзя_,2026-08-10,PM,H21,sIBiarlyszo,Ночное дыхание: какие сигналы нельзя списывать на привычку,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_020_h21_pm_ночное_дыхание_какие_сигналы_нельзя_,True
oleg_agape_021_h24_am_частые_простуды_почему_вопрос_не_тол,2026-08-11,AM,H24,lyZEd4qywyo,Частые простуды: почему вопрос не только в иммунитете,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_021_h24_am_частые_простуды_почему_вопрос_не_тол,True
oleg_agape_022_h24_pm_после_орви_нет_сил_что_мешает_телу_в,2026-08-11,PM,H24,lyZEd4qywyo,После ОРВИ нет сил: что мешает телу вернуться в норму,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_022_h24_pm_после_орви_нет_сил_что_мешает_телу_в,True
oleg_agape_023_h36_am_самопомощь_при_простуде_где_мягкая_п,2026-08-12,AM,H36,kJQDgYpaVZU,"Самопомощь при простуде: где мягкая поддержка, а где перегруз",/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_023_h36_am_самопомощь_при_простуде_где_мягкая_п,True
oleg_agape_024_h36_pm_почему_тело_просит_отдыха_раньше_чем,2026-08-12,PM,H36,kJQDgYpaVZU,"Почему тело просит отдыха раньше, чем появляется высокая температура",/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_024_h36_pm_почему_тело_просит_отдыха_раньше_чем,True
oleg_agape_025_h04_am_головная_боль_после_стресса_почему_ш,2026-08-13,AM,H04,feqpaweaE9E,Головная боль после стресса: почему шея и челюсть часто рядом,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_025_h04_am_головная_боль_после_стресса_почему_ш,True
oleg_agape_026_h04_pm_болит_голова_к_вечеру_какие_телесные,2026-08-13,PM,H04,feqpaweaE9E,Болит голова к вечеру: какие телесные привычки стоит проверить,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_026_h04_pm_болит_голова_к_вечеру_какие_телесные,True
oleg_agape_027_h28_am_плечи_постоянно_подняты_как_это_влия,2026-08-14,AM,H28,He9h4c8cGF0,Плечи постоянно подняты: как это влияет на дыхание и голову,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_027_h28_am_плечи_постоянно_подняты_как_это_влия,True
oleg_agape_028_h28_pm_скованность_плеча_почему_проблема_мо,2026-08-14,PM,H28,He9h4c8cGF0,Скованность плеча: почему проблема может быть не только в суставе,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_028_h28_pm_скованность_плеча_почему_проблема_мо,True
oleg_agape_029_h12_am_боль_в_спине_и_остеохондроз_почему_д,2026-08-15,AM,H12,sx5ur-Nx4YA,Боль в спине и “остеохондроз”: почему диагноз не объясняет весь образ жизни,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_029_h12_am_боль_в_спине_и_остеохондроз_почему_д,True
oleg_agape_030_h12_pm_почему_спина_устает_быстрее_если_тел,2026-08-15,PM,H12,sx5ur-Nx4YA,"Почему спина устает быстрее, если тело не умеет менять позу",/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_030_h12_pm_почему_спина_устает_быстрее_если_тел,True
oleg_agape_031_h13_am_осанка_уходит_в_сторону_почему_тело_,2026-08-16,AM,H13,GWMp40DKjRg,Осанка уходит в сторону: почему тело выбирает асимметрию,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_031_h13_am_осанка_уходит_в_сторону_почему_тело_,True
oleg_agape_032_h13_pm_сколиоз_и_привычки_движения_что_можн,2026-08-16,PM,H13,GWMp40DKjRg,Сколиоз и привычки движения: что можно заметить без самодиагностики,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_032_h13_pm_сколиоз_и_привычки_движения_что_можн,True
oleg_agape_033_h31_am_изжога_на_фоне_стресса_почему_жкт_ре,2026-08-17,AM,H31,sNWwS39EPxU,Изжога на фоне стресса: почему ЖКТ реагирует на напряжение,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_033_h31_am_изжога_на_фоне_стресса_почему_жкт_ре,True
oleg_agape_034_h31_pm_рефлюкс_возвращается_какие_телесные_,2026-08-17,PM,H31,sNWwS39EPxU,Рефлюкс возвращается: какие телесные факторы стоит обсудить со специалистом,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_034_h31_pm_рефлюкс_возвращается_какие_телесные_,True
oleg_agape_035_h01_am_желчеотток_и_напряжение_почему_живот,2026-08-18,AM,H01,3CYA3ALcuoc,Желчеотток и напряжение: почему живот не любит постоянный стресс,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_035_h01_am_желчеотток_и_напряжение_почему_живот,True
oleg_agape_036_h01_pm_тяжесть_после_еды_когда_стоит_смотре,2026-08-18,PM,H01,3CYA3ALcuoc,Тяжесть после еды: когда стоит смотреть не только на рацион,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_036_h01_pm_тяжесть_после_еды_когда_стоит_смотре,True
oleg_agape_037_h34_am_работа_с_животом_почему_мягкость_важ,2026-08-19,AM,H34,qvyxzbw9rRA,Работа с животом: почему мягкость важнее силы,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_037_h34_am_работа_с_животом_почему_мягкость_важ,True
oleg_agape_038_h34_pm_висцеральные_практики_дома_что_нельз,2026-08-19,PM,H34,qvyxzbw9rRA,Висцеральные практики дома: что нельзя делать через боль,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_038_h34_pm_висцеральные_практики_дома_что_нельз,True
oleg_agape_039_h35_am_отеки_к_вечеру_почему_лимфе_важно_дв,2026-08-20,AM,H35,qMLzGSJ8wsI,"Отеки к вечеру: почему лимфе важно движение, дыхание и сон",/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_039_h35_am_отеки_к_вечеру_почему_лимфе_важно_дв,True
oleg_agape_040_h35_pm_лимфодренаж_без_фанатизма_как_не_пре,2026-08-20,PM,H35,qMLzGSJ8wsI,Лимфодренаж без фанатизма: как не превратить помощь в стресс,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_040_h35_pm_лимфодренаж_без_фанатизма_как_не_пре,True
oleg_agape_041_h41_am_стопы_ребенка_и_осанка_почему_тело_р,2026-08-21,AM,H41,Ix8nF-3mySE,Стопы ребенка и осанка: почему тело развивается как система,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_041_h41_am_стопы_ребенка_и_осанка_почему_тело_р,True
oleg_agape_042_h41_pm_вальгус_у_детей_что_важно_наблюдать_,2026-08-21,PM,H41,Ix8nF-3mySE,Вальгус у детей: что важно наблюдать родителям без паники,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_042_h41_pm_вальгус_у_детей_что_важно_наблюдать_,True
oleg_agape_043_h42_am_мама_устает_телом_почему_восстановле,2026-08-22,AM,H42,2W-qqDravuM,Мама устает телом: почему восстановление не должно быть гонкой,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_043_h42_am_мама_устает_телом_почему_восстановле,True
oleg_agape_044_h42_pm_спина_таз_и_дыхание_после_нагрузки_м,2026-08-22,PM,H42,2W-qqDravuM,"Спина, таз и дыхание после нагрузки: мягкий взгляд на тело мамы",/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_044_h42_pm_спина_таз_и_дыхание_после_нагрузки_м,True
oleg_agape_045_h02_am_деликатные_симптомы_почему_тело_не_н,2026-08-23,AM,H02,jnW6ImEGmUQ,Деликатные симптомы: почему тело не надо терпеть молча,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_045_h02_am_деликатные_симптомы_почему_тело_не_н,True
oleg_agape_046_h02_pm_тазовое_дно_и_напряжение_когда_упраж,2026-08-23,PM,H02,jnW6ImEGmUQ,Тазовое дно и напряжение: когда упражнения могут быть не первым шагом,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_046_h02_pm_тазовое_дно_и_напряжение_когда_упраж,True
oleg_agape_047_h22_am_тяга_к_сигаретам_и_стресс_почему_при,2026-08-24,AM,H22,frh6O2I9zXM,Тяга к сигаретам и стресс: почему привычка живет не только в голове,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_047_h22_am_тяга_к_сигаретам_и_стресс_почему_при,True
oleg_agape_048_h22_pm_бросить_курить_что_телу_нужно_кроме_,2026-08-24,PM,H22,frh6O2I9zXM,Бросить курить: что телу нужно кроме силы воли,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_048_h22_pm_бросить_курить_что_телу_нужно_кроме_,True
oleg_agape_049_h27_am_почему_к_остеопатии_относятся_с_недо,2026-08-25,AM,H27,KJR6QF8vmD0,Почему к остеопатии относятся с недоверием: честный разговор без крайностей,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_049_h27_am_почему_к_остеопатии_относятся_с_недо,True
oleg_agape_050_h27_pm_как_отличить_бережный_телесный_подхо,2026-08-25,PM,H27,KJR6QF8vmD0,Как отличить бережный телесный подход от громких обещаний,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_050_h27_pm_как_отличить_бережный_телесный_подхо,True
oleg_agape_051_h26_am_остеопат_простыми_словами_что_он_дол,2026-08-26,AM,H26,TpM40sWFFAM,Остеопат простыми словами: что он должен видеть кроме места боли,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_051_h26_am_остеопат_простыми_словами_что_он_дол,True
oleg_agape_052_h26_pm_почему_системный_специалист_не_обеща,2026-08-26,PM,H26,TpM40sWFFAM,Почему системный специалист не обещает чудо за один прием,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_052_h26_pm_почему_системный_специалист_не_обеща,True
oleg_agape_053_h08_am_тело_помнит_привычки_почему_симптомы,2026-08-27,AM,H08,ibxZ-Qorb5g,Тело помнит привычки: почему симптомы иногда говорят о стиле жизни,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_053_h08_am_тело_помнит_привычки_почему_симптомы,True
oleg_agape_054_h08_pm_как_слушать_тело_без_тревоги_и_беско,2026-08-27,PM,H08,ibxZ-Qorb5g,Как слушать тело без тревоги и бесконечных самодиагнозов,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_054_h08_pm_как_слушать_тело_без_тревоги_и_беско,True
oleg_agape_055_h07_am_анатомия_для_практики_почему_картинк,2026-08-28,AM,H07,Ix4ECGiJ9t4,Анатомия для практики: почему картинки не заменяют понимание движения,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_055_h07_am_анатомия_для_практики_почему_картинк,True
oleg_agape_056_h07_pm_как_учить_тело_не_по_учебнику_а_чере,2026-08-28,PM,H07,Ix4ECGiJ9t4,"Как учить тело не по учебнику, а через живую связь систем",/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_056_h07_pm_как_учить_тело_не_по_учебнику_а_чере,True
oleg_agape_057_h17_am_почему_анатомия_становится_понятнее_,2026-08-29,AM,H17,qQ98-TeSzmI,"Почему анатомия становится понятнее, когда ее можно увидеть вживую",/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_057_h17_am_почему_анатомия_становится_понятнее_,True
oleg_agape_058_h17_pm_интерес_к_телу_как_анатомия_меняет_о,2026-08-29,PM,H17,qQ98-TeSzmI,Интерес к телу: как анатомия меняет отношение к здоровью,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_058_h17_pm_интерес_к_телу_как_анатомия_меняет_о,True
oleg_agape_059_h37_am_почему_специалист_начинает_искать_си,2026-08-30,AM,H37,FT4d0Un-Dxc,Почему специалист начинает искать системный подход к человеку,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_059_h37_am_почему_специалист_начинает_искать_си,True
oleg_agape_060_h37_pm_путь_специалиста_как_не_потерять_здр,2026-08-30,PM,H37,FT4d0Un-Dxc,Путь специалиста: как не потерять здравый смысл между методами,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_060_h37_pm_путь_специалиста_как_не_потерять_здр,True
oleg_agape_061_h38_am_телесному_специалисту_нужны_не_тольк,2026-08-31,AM,H38,bgUuaoZl-aA,Телесному специалисту нужны не только руки: почему важны доверие и система,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_061_h38_am_телесному_специалисту_нужны_не_тольк,True
oleg_agape_062_h38_pm_практика_специалиста_без_агрессивных,2026-08-31,PM,H38,bgUuaoZl-aA,Практика специалиста без агрессивных продаж: как говорить спокойно и честно,/Users/kirill/Documents/Codex/2026-06-20/files-mentioned-by-the-user-dzen/outputs/oleg_agape_dzen_august_62_drafts/oleg_agape_062_h38_pm_практика_специалиста_без_агрессивных,True
